name,native,variants,family,styles,level,renamed_from,meaning,era,origin_person,origin_place,modifier,modified_era,introduced_by,disputed,provenance,sources
Matayoshi no Tunkua,又吉のトゥンクヮー,Matayoshi no Tonfa; Matayoshi no Tonfa Dai Ichi; Matayoshi no Tonfa Dai Ni; Tunkua Ichi/Ni; Tunkuwa Dai Ichi; Tunkuwa Dai Ni; Tunkuwa Ni Dan,kobudo,matayoshi-kobudo|matayoshi-kodokan,,,"'Matayoshi tonfa' (tunkua is the Okinawan name of the millstone-handle weapon). The paired kata dai ichi and dai ni codify the Matayoshi family's tonfa method, marked by circular flywheel strikes and simultaneous double-arm actions.",early to mid 20th century,Matayoshi Shinko,"Naha, Okinawa",Shinpo Matayoshi,1970s-1990s,Shinko Matayoshi (created); Shinpo Matayoshi (standardised); Irei Okina (created),yes,Umbrella name for the three Kodokan tonfa kata.,https://www.wikidata.org/wiki/Q1908088 | https://en.wikipedia.org/wiki/Tonfa | https://www.wikidata.org/wiki/Q1908090
Nicho Sai,二丁釵,Matayoshi no Sai Dai Ichi (deprecated); Nichosai,kobudo,matayoshi-kobudo|matayoshi-kobudo-imka|matayoshi-kodokan|okinawa-kobudo-doushi-renseikai|world-oshukai,,,'two sai',c. 1920s (Guarelli: created by Shinpo Matayoshi 'after the First World War'),Shinpo Matayoshi,"Naha, Okinawa",Shinpo Matayoshi,1960s-1970s (codification for the Zen Okinawa Kobudo Renmei),Shinpo Matayoshi (created),yes,Created by Shinpo Matayoshi as a training form on the sai basics taught to Shinko Matayoshi by Chokuho Agena. Now the first sai kata of the Matayoshi syllabus.,
Nunchaku Dai Ni,ヌンチャク第二,Nunchaku dai ni,kobudo,matayoshi-kobudo|matayoshi-kobudo-imka,,,'second nunchaku form',late 20th century,Andrea Guarelli,Italy / Okinawa,Andrea Guarelli,1990s-2000s,Andrea Guarelli (created),yes,"Created by Guarelli within the Matayoshi tradition for the A.I.K.O. and later IMKA syllabus, alongside a Nunchaku kiso kata for beginners and two prearranged nunchaku-versus-bo sets.",
Nunti,ヌンティ,Nunti Bo; Nunti no Kata; Nuntibo,kobudo,matayoshi-kobudo,,,"'Nunti' (a six-foot staff mounted with a manji-shaped sai head, derived from a fishing gaff). The kata codifies thrusting, hooking and trapping methods unique to this fisherman's weapon, with paired manji sai often thrown or held in the belt.",early 20th century (methods older),Matayoshi Shinko,Okinawa (fishing communities),,,Shinko Matayoshi (created); Shinpo Matayoshi (standardised),,The nunti is emblematic of the Matayoshi school's preservation of fishing- and farming-implement arts; Shinko gathered the methods during his travels and Shinpo fixed the kata for the Zen Okinawa Kobudo Renmei.,https://www.wikidata.org/wiki/Q1908088 | https://en.wikipedia.org/wiki/Okinawan_kobud%C5%8D | https://okic.okinawa/en/
Nunti Bo no Kata,貫手棒之型,Nunti no Ti; Nunti nu Ti; Nuntibo no Kata,kobudo,kingai-ryu|matayoshi-kobudo|matayoshi-kobudo-imka|matayoshi-kodokan|okinawa-kobudo-doushi-renseikai,,,'form of the piercing staff',techniques learned by Shinko Matayoshi c. 1930-1934 in China; kata codified mid 20th century,Kingai (Jin Ying) of Fuzhou (technical source); Shinko Matayoshi / Shinpo Matayoshi (kata),"Fuzhou and Shanghai, China; codified in Naha",Shinpo Matayoshi,1960s-1990s,Kingai (Jin Ying) (created); Shinko Matayoshi (brought); Shinpo Matayoshi (standardised),yes,Guarelli: 'Master Shinko Matayoshi learned the nunti-jutsu art from an old Chinese master Jin Ying (Kingai) in Shangai (China)'; nunti-bo handling is close to the bo methods of Tsuken Island. Only one kata exists in the school.,
Sai Kihon Kata Dai Ichi,釵基本型第一,Saijutsu Kihon Kata I,kobudo,ryukyu-kobudo|ryukyu-kobudo-akamine|ryukyu-kobudo-tesshinkan,junior,,'first fundamental sai form',mid to late 20th century,Akamine Eisuke (attributed); some lines credit Taira Shinken,,Akamine Eisuke,c. 1970,Eisuke Akamine (created),yes,"Ryukyu Kobudo Hozon Shinkokai teaching syllabus, passed to the Tesshinkan and Shinbukan branches.",Ryukyu Kobudo Hozon Shinkokai syllabus lists — not verified in corpus
Sai Kihon Kata Dai Ni,釵基本型第二,Saijutsu Kihon Kata II,kobudo,ryukyu-kobudo|ryukyu-kobudo-akamine|ryukyu-kobudo-tesshinkan,junior,,'second fundamental sai form',mid to late 20th century,Akamine Eisuke (attributed),,Akamine Eisuke,c. 1970,Eisuke Akamine (created),yes,As Sai Kihon Kata Dai Ichi.,Ryukyu Kobudo Hozon Shinkokai syllabus lists — not verified in corpus
Sakugawa no Kon,佐久川之棍,Chinen Yamanni no Kon; Sakugawa no Kon Chu; Sakugawa no Kon Dai; Sakugawa no Kon Koshiki (Yamane); Sakugawa no Kon Sho; Sakugawa no Kon Sho / Chu / Dai; Sakugawa nu Kun,kobudo,bunbukan|matayoshi-kobudo|okinawan-kobudo|ryukyu-kobudo|ryukyu-kobudo-akamine|ryukyu-kobudo-tesshinkan|ryukyu-kobujutsu-hozon-shinko-kai|yamanni-ryu,,,'the staff of Sakugawa',Late 18th to early 19th century (Sakugawa attribution) OR mid-19th century (Chinen attribution),"DISPUTED: either Kanga Sakugawa (Tode Sakugawa), for whom the kata is named, or Chinen Umikana, who is said to have composed it","Shuri, Okinawa","Chinen Chikudun Peichin Umikana ('Aburaya Yamashiro', 1797-1881), who is credited in the Matayoshi and Yamanni accounts with developing the kata from research into village bo techniques; later Shinken Taira and Shinpo Matayoshi","mid-19th century, then 20th-century codification",Kanga Sakukawa (created); Chinen Umikana (created); Moden Yabiku (brought); Shinken Taira (standardised); Shinpo Matayoshi (standardised),yes,"Correction to an existing database record, from the Matayoshi/Yamanni account in the supplied Guarelli text","Bishop, Okinawan Karate, Ryukyu kobudo chapter"
Sakugawa no Kon Chu,佐久川の棍 中,Sakugawa no Kun Chu,kobudo,ryukyu-kobudo|ryukyu-kobudo-akamine|yamanni-chinen-ryu-rbkd|yamanni-ryu,,,"'Sakugawa's staff, middle version'",20th century as a distinct form; underlying material 18th-19th century,uncertain; no named creator,,Taira Shinken and/or the Yamanni-Chinen line,mid 20th century,Shinken Taira (standardised),yes,Taught in some Taira-derived groups and in parts of the Yamanni-Chinen transmission; absent from the Matayoshi and Isshin-ryu canons.,Ryukyu Kobudo Hozon Shinkokai syllabus lists — not verified in corpus
Sakugawa no Kon Dai,佐久川の棍 大,Chinen Yamanni no Kon Dai; Sakugawa no Kun Dai,kobudo,bunbukan|matayoshi-kobudo|ryukyu-kobudo|ryukyu-kobudo-akamine|yamanni-chinen-ryu-rbkd|yamanni-ryu,,,"'Sakugawa's staff, major version'",late 18th to early 19th century (traditional attribution); Sho/Dai division fixed in the 20th century,Kanga Sakukawa (Tode Sakugawa),"Shuri, Akata village",Taira Shinken,c. 1930s-1955,Kanga Sakukawa (created); Chinen Umikana (modified); Sanda Chinen (transmitted); Shinken Taira (standardised),yes,"Same transmission as Sakugawa no Kon Sho. In Matayoshi Kobudo, Sakugawa no Kon is the kata conventionally used to demonstrate the eight- or nine-shaku long bo.","Taira Shinken, Ryukyu Kobudo Taikan (1964) — not verified in corpus"
Sakugawa no Kon Sho,佐久川の棍 小,Chinen Yamanni no Kon; Sakugawa no Kun Sho; Sakugawa nu Kun,kobudo,bunbukan|matayoshi-kobudo|ryukyu-kobudo|ryukyu-kobudo-akamine|ryukyu-kobujutsu-kenkyukai|yamanni-chinen-ryu-rbkd|yamanni-ryu,,,"'Sakugawa's staff, minor version'",late 18th to early 19th century (traditional attribution); Sho/Dai division fixed in the 20th century,Kanga Sakukawa (Tode Sakugawa),"Shuri, Akata village","Chinen Umikana, then Taira Shinken",19th century (Chinen); c. 1930s-1955 (Taira's Sho/Dai standardisation),Kanga Sakukawa (created); Chinen Umikana (modified); Sanda Chinen (transmitted); Moden Yabiku (brought); Shinken Taira (standardised); Masami Chinen (standardised),yes,"Sakugawa Kanga -> Chinen Chikudun Peichin Umikana (1797-1881) -> Chinen Sanda (Yamanni Chinen, 1842-1925) -> Yabiku Moden -> Taira Shinken -> Akamine Eisuke. A parallel branch runs Chinen Sanda -> Chinen Masami (Yamanni-ryu) -> Kishaba Chogi -> Oshiro Toshihiro. Shinko Matayoshi learned it directly from Chinen Sanda.","Taira Shinken, Ryukyu Kobudo Taikan (1964) — not verified in corpus"
Sanbon Nunchaku,三本ヌンチャク,Sanbon Nunchaku no Kata,kobudo,matayoshi-kobudo-imka,,,'three-section nunchaku form',late 20th to early 21st century,Andrea Guarelli,Italy,Andrea Guarelli,1990s-2000s,Andrea Guarelli (created),yes,"Created for the three-section nunchaku (a short sansetsukon), for which the Matayoshi school preserved no traditional kata.",
Sancho Sai,三丁釵,Matayoshi no Sai Dai Ni (deprecated); Sanchosai,kobudo,matayoshi-kobudo|matayoshi-kobudo-imka|matayoshi-kodokan|okinawa-kobudo-doushi-renseikai,,,'three sai',mid 20th century (Guarelli: created by Shinpo Matayoshi after the war),Shinpo Matayoshi,"Naha, Okinawa",Shinpo Matayoshi,1960s-1970s,Shinpo Matayoshi (created),yes,"Created by Shinpo Matayoshi; performed with three sai, containing two throwing sequences in which a thrown sai is immediately replaced from the belt.",
Sansetsukon Dai Ichi,三節棍 第一,Hakuho; Hakuho no Kata; San Setsu Kon; Sansetsukon no Kata,kobudo,kingai-ryu|matayoshi-kobudo|matayoshi-kobudo-imka|matayoshi-kodokan|okinawan-kobudo,,,"'Three-section staff, number one'. Kata for the Chinese sanjiegun, three staves linked by cord or chain; its presence in Okinawan kobudo comes from Matayoshi Shinko's training in Fuzhou under the monk Kingai.",learned c. 1911-1934; codified mid 20th century,"Matayoshi Shinko (from Kingai-ryu, Fuzhou)","Fuzhou, Fujian, China; codified in Naha, Okinawa","An unnamed student of Shinpo Matayoshi, who composed it",1980s,Shinko Matayoshi (brought); Shinpo Matayoshi (standardised); Shinpo Matayoshi (transmitted),yes,"Correction to an existing database record, from the Matayoshi Kodokan account in the supplied Guarelli text",https://en.wikipedia.org/wiki/Three-section_staff | https://www.wikidata.org/wiki/Q1908088 | https://www.wikidata.org/wiki/Q1908090
Sansetsukon Dai Ni,三節棍之手,Sansetsukon no Te; Sansetsukon nu Ti,kobudo,matayoshi-kobudo|matayoshi-kodokan|okinawan-kobudo,,,"'three-sectional staff, second' — the school's own name is Sansetsukon nu Ti, 'techniques of the three-sectional staff'",Mid 20th century; the underlying techniques come from Shinko Matayoshi's Kingai-ryu training c. 1911-1934,"Shinpo Matayoshi (probable), from techniques taught by his father Shinko Matayoshi","Naha, Okinawa (Matayoshi Kodokan)","Shinpo Matayoshi (probable composer, working from his father's techniques)",c. 1950s-1970s,Shinko Matayoshi (brought); Shinpo Matayoshi (created); Yoshiaki Gakiya (transmitted),yes,"Matayoshi Kodokan practice, documented in the supplied Guarelli text. The Matayoshi school is the only Okinawan kobudo style teaching the sansetsukon.","Bishop, Okinawan Karate, Matayoshi kobudo chapter"
Sansetsukon nu Ti,三節棍ぬ手,San-setsu-kon nu Ti; Sansetsukon Dai Ni,kobudo,kingai-ryu|matayoshi-kobudo|matayoshi-kobudo-imka|matayoshi-kodokan,,,'three-section staff techniques',"techniques from Kingai-ryu, Fuzhou, learned c. 1930-1934; kata composed mid 20th century","Shinpo Matayoshi (probable composer), on his father's Kingai-ryu material","Naha, Okinawa; source techniques from Fuzhou",Shinpo Matayoshi,1960s-1990s,Kingai (Jin Ying) (created); Shinko Matayoshi (brought); Shinpo Matayoshi (created); Yoshiaki Gakiya (transmitted),yes,"Guarelli: 'There is only a classical kata, which was perhaps created by Shinpo Matayoshi based on the movements his father taught to him. This long and complex kata called Sansetsukon nu ti has never been shown in public. Only a few students of master Matayoshi, including Yoshiaki Gakiya and the author, know this kata correctly.'",
Sesoko no Kon,瀬底の棍,Sesoko nu Kun; Shishiku no Kon; Shishuku no Kon,kobudo,bunbukan|ryukyu-kobudo|ryukyu-kobudo-akamine|ryukyu-kobudo-tesshinkan|yamanni-chinen-ryu-rbkd|yamanni-ryu,,,'Sesoko's staff',19th century (traditional attribution),"Sesoko, biographical details lost; possibly a place-name from Sesoko Island off Motobu",Sesoko Island / Motobu district (probable),Taira Shinken,c. 1930s-1955,Shinken Taira (standardised),yes,Entered the record through the Yabiku Moden / Taira Shinken collection effort of the 1920s-1930s; also taught in the Yamanni-Chinen line.,"Taira Shinken, Ryukyu Kobudo Taikan (1964) — not verified in corpus"
Shinbaru no Sai,千原の釵,Senbaru no Sai; Shinbaru nu Sai,kobudo,matayoshi-kobudo|matayoshi-kobudo-imka|matayoshi-kodokan|okinawa-kobudo-doushi-renseikai|world-oshukai,,,"'the sai of Shinbaru', after the Chatan district where Shinko Matayoshi grew up",early to mid 20th century; taught by Shinko Matayoshi before 1947,Shinko Matayoshi,"Shinbaru district, Chatan village, Okinawa",Shinpo Matayoshi,1960s-1970s,Shinko Matayoshi (created); Shinpo Matayoshi (standardised),yes,"Taught by Shinko Matayoshi, whose nickname was Shinbaru Mateshi ('Matayoshi of Shinbaru'); transmitted through Shinpo Matayoshi and the Kodokan. Performed with three sai and often demonstrated with the manji-sai.",
Shirotaru no Kon,白樽の棍,Shirataru nu Kun; Shirotaru no Kon Dai; Shirotaru no Kon Sho,kobudo,ryukyu-kobudo|ryukyu-kobudo-akamine|ryukyu-kobudo-tesshinkan|ryukyu-kobujutsu-hozon-shinko-kai|yamanni-ryu|bunbukan,,,"'Shirotaru's staff'. Named for Shirotaru (Shirataru), a bo expert of the old Ryukyu kingdom whose biography is lost; some traditions place him in Tomari or as a student in the Sakugawa line.",18th to 19th century (traditional attribution),"Shirotaru (Shirataru), biographical details uncertain",Okinawa (Tomari by some traditions),,,Shinken Taira (standardised); Sanda Chinen (brought),,"Exists in sho and dai versions in Taira Shinken's Ryukyu Kobudo and in distinct Yamane-ryu versions transmitted through Chinen Sanda and Chinen Masami. The attribution to a person named Shirotaru is traditional. [Verifier: Real kata (Shirotaru sho/dai in Taira line, Shirataru in Yamanni-ryu, supporting the Chinen Sanda 'brought' role); the Tomari/Sakugawa-line biography is speculative lore, correc",https://en.wikipedia.org/wiki/Okinawan_kobud%C5%8D | https://ja.wikipedia.org/wiki/%E7%90%89%E7%90%83%E5%8F%A4%E6%AD%A6%E8%A1%93 | https://www.wikidata.org/wiki/Q6782517
Shirotaru no Kon Dai,白樽の棍 大,Shirataru no Kon Dai,kobudo,bunbukan|ryukyu-kobudo|ryukyu-kobudo-akamine|yamanni-ryu,,,"'Shirotaru's staff, major version'",18th to 19th century (traditional attribution),Shirotaru (Shirataru),,Taira Shinken,c. 1930s-1955,Shirotaru (created); Shinken Taira (standardised),yes,As Shirotaru no Kon Sho.,"Taira Shinken, Ryukyu Kobudo Taikan (1964) — not verified in corpus"
Shirotaru no Kon Sho,白樽の棍 小,Shirataru no Kon Sho; Shiraturu nu Kun,kobudo,bunbukan|ryukyu-kobudo|ryukyu-kobudo-akamine|yamanni-ryu,,,"'Shirotaru's staff, minor version'",18th to 19th century (traditional attribution),"Shirotaru (Shirataru), biographical details uncertain",,Taira Shinken,c. 1930s-1955,Shirotaru (created); Sanda Chinen (brought); Shinken Taira (standardised),yes,Shirotaru -> Chinen Sanda (Yamanni Chinen) -> Yabiku Moden / Chinen Masami -> Taira Shinken -> Akamine Eisuke.,"Taira Shinken, Ryukyu Kobudo Taikan (1964) — not verified in corpus | Ryukyu Kobudo Hozon Shinkokai syllabus lists — not verified in corpus"
Shishi no Kon no Dai,添石の棍の大,Soeishi no Kon Dai; Urashi Bo,kobudo,isshin-ryu-kobudo|ryukyu-kobudo,senior,,Isshin-ryu naming of Soeishi no Kon Dai,Isshin-ryu form fixed c. 1956; underlying kata 18th century,Soeishi Ryotoku (Shiishi Oyakata),,Tatsuo Shimabuku,c. 1955-1960,Shinken Taira (transmitted); Tatsuo Shimabuku (standardised),yes,"Taira Shinken -> Shimabuku Tatsuo -> Isshin-ryu kobudo (Advincula, Kichiro Shimabuku lines).","Bishop, Okinawan Karate, Appendix C (Isshin-ryu kata list) — not verified in corpus | Isshin-ryu kobudo syllabus lists (Advincula/IWKA) — not verified in corpus"
Shoun no Kon,朝雲之棍,Choun no Kon; Choun no Kon Sho / Dai; Choun no Kun; Chouun no Kun; Shoun nu Kun; Shuun no Kon,kobudo,bunbukan|matayoshi-kobudo|matayoshi-kodokan|okinawan-kobudo|ryukyu-kobudo|ryukyu-kobudo-akamine|yamanni-ryu,,,'staff of the morning cloud',"c. 1770s (roughly 250 years before the present, per the Matayoshi account) — EARLIER than the 19th century currently recorded","Choun Oyakata, a warrior of Tomari — NOT an unidentified Chinese settler","Tomari, Okinawa",Shinko and Shinpo Matayoshi (Matayoshi line); Shinken Taira (Ryukyu Kobudo line),20th century,Choun Oyakata (created); Shinko Matayoshi (brought); Shinpo Matayoshi (standardised); Shinken Taira (standardised),yes,"Correction to an existing database record, from the Matayoshi bo-kata account in the supplied Guarelli text","Bishop, Okinawan Karate, Matayoshi kobudo and Ryukyu kobudo chapters"
Shushi no Kon Dai,周氏之棍大,"Shishi no Kon; Shuji no Kon Dai; Shushi no Kon Sho (already held); Shushi no Kun (Matayoshi); Sueyoshi no Kon (unrelated, already held); Suuji no Kon Dai; Suuji nu Kun (Yamane)",kobudo,bunbukan|matayoshi-kobudo|okinawan-kobudo|ryukyu-kobudo|ryukyu-kobudo-akamine|ryukyu-kobudo-tesshinkan|ryukyu-kobujutsu-hozon-shinko-kai|yamanni-ryu,middle,,'the greater staff of Shushi (Zhou)',Mid-19th century — the Matayoshi account places Shushi's arrival in Okinawa 'around the mid-1800s',"'Shushi no Tanmei' (Old Shushi), a Chinese man originally from Shanghai who settled in Okinawa around the mid-1800s","Shanghai, China, via Okinawa",Shinken Taira (Ryukyu Kobudo codification); Shinpo Matayoshi (first kata of the Matayoshi bo syllabus),20th century,Shushi no Tanmei (created); Moden Yabiku (brought); Shinken Taira (standardised); Shinpo Matayoshi (standardised),yes,"Refinement to an existing database record, from the Matayoshi bo-kata account in the supplied Guarelli text","Bishop, Okinawan Karate, Ryukyu kobudo and Matayoshi kobudo chapters"
Shushi no Kon Sho,周氏の棍 小,Shuji no Kon Sho; Shushi no Kun; Shushi nu Kun Sho; Suuji no Kon; Suuji nu Kun,kobudo,bunbukan|matayoshi-kobudo|ryukonkai|ryukyu-kobudo|ryukyu-kobudo-akamine|ryukyu-kobudo-tesshinkan|ryukyu-kobujutsu-hozon-shinko-kai|ryukyu-kobujutsu-kenkyukai|yamanni-ryu,junior,,"'the staff of Mr Zhou, minor version'",mid 19th century (Guarelli: Shushi arrived in Okinawa around the mid-1800s),"Shushi no Tanmei ('old Shushi'), a Chinese man from Shanghai who settled in Naha","Azato district, Naha, near the Sogen temple",Taira Shinken,c. 1930s-1955,Shushi no Tanmei (created); Moden Yabiku (brought); Shinken Taira (standardised); Shinko Matayoshi (transmitted),yes,"Shushi no Tanmei taught the form in Naha; it was named for him after his death. Transmitted through Yabiku Moden to Taira Shinken, and separately into the Matayoshi school where it is the first bo kata taught.",
